Input First                 Input Second                MergeTime[s]                SuccesiveAddTime[s]         
cleopatra.txt               richardiii.txt              0.00074                     0.00214                     
cleopatra.txt               timon.txt                   0.00059                     0.00159                     
cleopatra.txt               lll.txt                     0.00065                     0.00188                     
cleopatra.txt               comedy_errors.txt           0.00046                     0.00134                     
cleopatra.txt               richardii.txt               0.00058                     0.00196                     
cleopatra.txt               julius_caesar.txt           0.00052                     0.00147                     
cleopatra.txt               allswell.txt                0.00059                     0.00179                     
cleopatra.txt               winters_tale.txt            0.00062                     0.00188                     
cleopatra.txt               1henryvi.txt                0.00062                     0.00184                     
cleopatra.txt               tempest.txt                 0.00058                     0.00156                     
cleopatra.txt               cymbeline.txt               0.00065                     0.00206                     
cleopatra.txt               othello.txt                 0.00061                     0.00184                     
cleopatra.txt               titus.txt                   0.00056                     0.00164                     
cleopatra.txt               much_ado.txt                0.00052                     0.00139                     
cleopatra.txt               1henryiv.txt                0.00062                     0.00184                     
cleopatra.txt               merchant.txt                0.00055                     0.00153                     
cleopatra.txt               macbeth.txt                 0.00056                     0.00156                     
cleopatra.txt               john.txt                    0.00061                     0.00170                     
cleopatra.txt               2henryvi.txt                0.00064                     0.00195                     
cleopatra.txt               2henryiv.txt                0.00066                     0.00208                     
cleopatra.txt               henryv.txt                  0.00106                     0.00306                     
cleopatra.txt               merry_wives.txt             0.00081                     0.00229                     
cleopatra.txt               midsummer.txt               0.00069                     0.00190                     
pericles.txt                3henryvi.txt                0.00078                     0.00221                     
pericles.txt                twelfth_night.txt           0.00069                     0.00186                     
pericles.txt                romeo_juliet.txt            0.00072                     0.00208                     
pericles.txt                lear.txt                    0.00078                     0.00237                     
pericles.txt                hamlet.txt                  0.00084                     0.00274                     
pericles.txt                measure.txt                 0.00063                     0.00173                     
pericles.txt                asyoulikeit.txt             0.00061                     0.00168                     
pericles.txt                troilus_cressida.txt        0.00071                     0.00222                     
pericles.txt                taming_shrew.txt            0.00062                     0.00164                     
pericles.txt                coriolanus.txt              0.00068                     0.00222                     
pericles.txt                henryviii.txt               0.00077                     0.00220                     
pericles.txt                two_gentlemen.txt           0.00060                     0.00157                     
pericles.txt                cleopatra.txt               0.00072                     0.00204                     
pericles.txt                richardiii.txt              0.00068                     0.00201                     
pericles.txt                timon.txt                   0.00060                     0.00161                     
pericles.txt                lll.txt                     0.00065                     0.00184                     
pericles.txt                comedy_errors.txt           0.00041                     0.00113                     
pericles.txt                richardii.txt               0.00054                     0.00194                     
pericles.txt                julius_caesar.txt           0.00047                     0.00132                     
pericles.txt                allswell.txt                0.00053                     0.00163                     
pericles.txt                winters_tale.txt            0.00057                     0.00179                     
pericles.txt                1henryvi.txt                0.00056                     0.00193                     
pericles.txt                tempest.txt                 0.00049                     0.00149                     
pericles.txt                cymbeline.txt               0.00065                     0.00206                     
pericles.txt                othello.txt                 0.00058                     0.00177                     
pericles.txt                titus.txt                   0.00058                     0.00167                     
pericles.txt                much_ado.txt                0.00047                     0.00138                     
pericles.txt                1henryiv.txt                0.00058                     0.00199                     
pericles.txt                merchant.txt                0.00054                     0.00155                     
pericles.txt                macbeth.txt                 0.00057                     0.00164                     
pericles.txt                john.txt                    0.00064                     0.00189                     
pericles.txt                2henryvi.txt                0.00059                     0.00195                     
pericles.txt                2henryiv.txt                0.00059                     0.00199                     
pericles.txt                henryv.txt                  0.00062                     0.00219                     
pericles.txt                merry_wives.txt             0.00051                     0.00150                     
pericles.txt                midsummer.txt               0.00047                     0.00135                     
richardiii.txt              3henryvi.txt                0.00071                     0.00185                     
richardiii.txt              twelfth_night.txt           0.00065                     0.00163                     
richardiii.txt              romeo_juliet.txt            0.00073                     0.00194                     
richardiii.txt              lear.txt                    0.00077                     0.00223                     
richardiii.txt              hamlet.txt                  0.00084                     0.00255                     
richardiii.txt              measure.txt                 0.00068                     0.00179                     
richardiii.txt              asyoulikeit.txt             0.00067                     0.00166                     
richardiii.txt              troilus_cressida.txt        0.00079                     0.00267                     
richardiii.txt              taming_shrew.txt            0.00071                     0.00192                     
richardiii.txt              coriolanus.txt              0.00078                     0.00220                     
richardiii.txt              henryviii.txt               0.00071                     0.00190                     
richardiii.txt              two_gentlemen.txt           0.00061                     0.00139                     
richardiii.txt              cleopatra.txt               0.00077                     0.00213                     
richardiii.txt              pericles.txt                0.00066                     0.00165                     
richardiii.txt              timon.txt                   0.00066                     0.00167                     
richardiii.txt              lll.txt                     0.00070                     0.00194                     
richardiii.txt              comedy_errors.txt           0.00056                     0.00125                     
richardiii.txt              richardii.txt               0.00064                     0.00204                     
richardiii.txt              julius_caesar.txt           0.00060                     0.00167                     
richardiii.txt              allswell.txt                0.00070                     0.00202                     
richardiii.txt              winters_tale.txt            0.00071                     0.00208                     
richardiii.txt              1henryvi.txt                0.00073                     0.00209                     
richardiii.txt              tempest.txt                 0.00058                     0.00162                     
richardiii.txt              cymbeline.txt               0.00069                     0.00218                     
richardiii.txt              othello.txt                 0.00066                     0.00197                     
richardiii.txt              titus.txt                   0.00060                     0.00165                     
richardiii.txt              much_ado.txt                0.00053                     0.00141                     
richardiii.txt              1henryiv.txt                0.00062                     0.00182                     
richardiii.txt              merchant.txt                0.00056                     0.00153                     
richardiii.txt              macbeth.txt                 0.00055                     0.00158                     
richardiii.txt              john.txt                    0.00060                     0.00166                     
richardiii.txt              2henryvi.txt                0.00068                     0.00201                     
richardiii.txt              2henryiv.txt                0.00066                     0.00198                     
richardiii.txt              henryv.txt                  0.00069                     0.00255                     
richardiii.txt              merry_wives.txt             0.00055                     0.00422                     
richardiii.txt              midsummer.txt               0.00053                     0.00141                     
timon.txt                   3henryvi.txt                0.00063                     0.00174                     
timon.txt                   twelfth_night.txt           0.00060                     0.00164                     
timon.txt                   romeo_juliet.txt            0.00081                     0.00213                     
timon.txt                   lear.txt                    0.00073                     0.00221                     
timon.txt                   hamlet.txt                  0.00078                     0.00291                     
timon.txt                   measure.txt                 0.00079                     0.00199                     
timon.txt                   asyoulikeit.txt             0.00066                     0.00171                     
timon.txt                   troilus_cressida.txt        0.00076                     0.00228                     
timon.txt                   taming_shrew.txt            0.00080                     0.00186                     
timon.txt                   coriolanus.txt              0.00075                     0.00229                     
timon.txt                   henryviii.txt               0.00066                     0.00185                     
timon.txt                   two_gentlemen.txt           0.00054                     0.00134                     
timon.txt                   cleopatra.txt               0.00069                     0.00196                     
timon.txt                   pericles.txt                0.00061                     0.00159                     
timon.txt                   richardiii.txt              0.00069                     0.00182                     
timon.txt                   lll.txt                     0.00060                     0.00178                     
timon.txt                   comedy_errors.txt           0.00047                     0.00115                     
timon.txt                   richardii.txt               0.00058                     0.00170                     
timon.txt                   julius_caesar.txt           0.00056                     0.00176                     
timon.txt                   allswell.txt                0.00062                     0.00172                     
timon.txt                   winters_tale.txt            0.00084                     0.00225                     
timon.txt                   1henryvi.txt                0.00063                     0.00194                     
timon.txt                   tempest.txt                 0.00063                     0.00173                     
timon.txt                   cymbeline.txt               0.00068                     0.00210                     
timon.txt                   othello.txt                 0.00064                     0.00179                     
timon.txt                   titus.txt                   0.00056                     0.00164                     
timon.txt                   much_ado.txt                0.00052                     0.00138                     
timon.txt                   1henryiv.txt                0.00060                     0.00187                     
timon.txt                   merchant.txt                0.00056                     0.00153                     
timon.txt                   macbeth.txt                 0.00054                     0.00156                     
timon.txt                   john.txt                    0.00065                     0.00173                     
timon.txt                   2henryvi.txt                0.00064                     0.00193                     
timon.txt                   2henryiv.txt                0.00063                     0.00194                     
timon.txt                   henryv.txt                  0.00066                     0.00221                     
timon.txt                   merry_wives.txt             0.00060                     0.00164                     
timon.txt                   midsummer.txt               0.00051                     0.00138                     
lll.txt                     3henryvi.txt                0.00051                     0.00157                     
lll.txt                     twelfth_night.txt           0.00054                     0.00150                     
lll.txt                     romeo_juliet.txt            0.00060                     0.00186                     
lll.txt                     lear.txt                    0.00070                     0.00252                     
lll.txt                     hamlet.txt                  0.00071                     0.00245                     
lll.txt                     measure.txt                 0.00056                     0.00164                     
lll.txt                     asyoulikeit.txt             0.00058                     0.00157                     
lll.txt                     troilus_cressida.txt        0.00065                     0.00213                     
lll.txt                     taming_shrew.txt            0.00055                     0.00154                     
lll.txt                     coriolanus.txt              0.00063                     0.00201                     
lll.txt                     henryviii.txt               0.00065                     0.00224                     
lll.txt                     two_gentlemen.txt           0.00048                     0.00126                     
lll.txt                     cleopatra.txt               0.00060                     0.00190                     
lll.txt                     pericles.txt                0.00054                     0.00153                     
lll.txt                     richardiii.txt              0.00062                     0.00212                     
lll.txt                     timon.txt                   0.00071                     0.00212                     
lll.txt                     comedy_errors.txt           0.00050                     0.00135                     
lll.txt                     richardii.txt               0.00066                     0.00223                     
lll.txt                     julius_caesar.txt           0.00052                     0.00136                     
lll.txt                     allswell.txt                0.00058                     0.00189                     
lll.txt                     winters_tale.txt            0.00061                     0.00188                     
lll.txt                     1henryvi.txt                0.00065                     0.00201                     
lll.txt                     tempest.txt                 0.00053                     0.00150                     
lll.txt                     cymbeline.txt               0.00071                     0.00233                     
lll.txt                     othello.txt                 0.00072                     0.00214                     
lll.txt                     titus.txt                   0.00057                     0.00170                     
lll.txt                     much_ado.txt                0.00053                     0.00142                     
lll.txt                     1henryiv.txt                0.00060                     0.00195                     
lll.txt                     merchant.txt                0.00056                     0.00200                     
lll.txt                     macbeth.txt                 0.00083                     0.00255                     
lll.txt                     john.txt                    0.00085                     0.00262                     
lll.txt                     2henryvi.txt                0.00084                     0.00280                     
lll.txt                     2henryiv.txt                0.00084                     0.00277                     
lll.txt                     henryv.txt                  0.00086                     0.00284                     
lll.txt                     merry_wives.txt             0.00067                     0.00201                     
lll.txt                     midsummer.txt               0.00066                     0.00193                     
comedy_errors.txt           3henryvi.txt                0.00062                     0.00220                     
comedy_errors.txt           twelfth_night.txt           0.00060                     0.00189                     
comedy_errors.txt           romeo_juliet.txt            0.00060                     0.00190                     
comedy_errors.txt           lear.txt                    0.00065                     0.00208                     
comedy_errors.txt           hamlet.txt                  0.00065                     0.00239                     
comedy_errors.txt           measure.txt                 0.00054                     0.00159                     
comedy_errors.txt           asyoulikeit.txt             0.00053                     0.00154                     
comedy_errors.txt           troilus_cressida.txt        0.00061                     0.00208                     
comedy_errors.txt           taming_shrew.txt            0.00051                     0.00153                     
comedy_errors.txt           coriolanus.txt              0.00060                     0.00200                     
comedy_errors.txt           henryviii.txt               0.00056                     0.00175                     
comedy_errors.txt           two_gentlemen.txt           0.00047                     0.00126                     
comedy_errors.txt           cleopatra.txt               0.00079                     0.00238                     
comedy_errors.txt           pericles.txt                0.00055                     0.00165                     
comedy_errors.txt           richardiii.txt              0.00063                     0.00197                     
comedy_errors.txt           timon.txt                   0.00053                     0.00154                     
comedy_errors.txt           lll.txt                     0.00056                     0.00178                     
comedy_errors.txt           richardii.txt               0.00057                     0.00178                     
comedy_errors.txt           julius_caesar.txt           0.00049                     0.00136                     
comedy_errors.txt           allswell.txt                0.00043                     0.00154                     
comedy_errors.txt           winters_tale.txt            0.00050                     0.00178                     
comedy_errors.txt           1henryvi.txt                0.00051                     0.00176                     
comedy_errors.txt           tempest.txt                 0.00050                     0.00161                     
comedy_errors.txt           cymbeline.txt               0.00052                     0.00202                     
comedy_errors.txt           othello.txt                 0.00051                     0.00180                     
comedy_errors.txt           titus.txt                   0.00045                     0.00154                     
comedy_errors.txt           much_ado.txt                0.00044                     0.00145                     
comedy_errors.txt           1henryiv.txt                0.00049                     0.00176                     
comedy_errors.txt           merchant.txt                0.00044                     0.00157                     
comedy_errors.txt           macbeth.txt                 0.00044                     0.00150                     
comedy_errors.txt           john.txt                    0.00047                     0.00175                     
comedy_errors.txt           2henryvi.txt                0.00054                     0.00196                     
comedy_errors.txt           2henryiv.txt                0.00059                     0.00228                     
comedy_errors.txt           henryv.txt                  0.00059                     0.00227                     
comedy_errors.txt           merry_wives.txt             0.00047                     0.00154                     
comedy_errors.txt           midsummer.txt               0.00042                     0.00147                     
richardii.txt               3henryvi.txt                0.00069                     0.00181                     
richardii.txt               twelfth_night.txt           0.00061                     0.00155                     
richardii.txt               romeo_juliet.txt            0.00068                     0.00189                     
richardii.txt               lear.txt                    0.00076                     0.00220                     
richardii.txt               hamlet.txt                  0.00082                     0.00255                     
richardii.txt               measure.txt                 0.00066                     0.00172                     
richardii.txt               asyoulikeit.txt             0.00064                     0.00166                     
richardii.txt               troilus_cressida.txt        0.00075                     0.00229                     
richardii.txt               taming_shrew.txt            0.00095                     0.00300                     
richardii.txt               coriolanus.txt              0.00074                     0.00401                     
richardii.txt               henryviii.txt               0.00079                     0.00270                     
richardii.txt               two_gentlemen.txt           0.00068                     0.00188                     
richardii.txt               cleopatra.txt               0.00076                     0.00254                     
richardii.txt               pericles.txt                0.00066                     0.00198                     
richardii.txt               richardiii.txt              0.00074                     0.00243                     
richardii.txt               timon.txt                   0.00062                     0.00183                     
richardii.txt               lll.txt                     0.00065                     0.00203                     
richardii.txt               comedy_errors.txt           0.00049                     0.00129                     
richardii.txt               julius_caesar.txt           0.00053                     0.00147                     
richardii.txt               allswell.txt                0.00060                     0.00177                     
richardii.txt               winters_tale.txt            0.00061                     0.00189                     
richardii.txt               1henryvi.txt                0.00061                     0.00184                     
richardii.txt               tempest.txt                 0.00053                     0.00147                     
richardii.txt               cymbeline.txt               0.00061                     0.00200                     
richardii.txt               othello.txt                 0.00060                     0.00182                     
richardii.txt               titus.txt                   0.00059                     0.00162                     
richardii.txt               much_ado.txt                0.00049                     0.00140                     
richardii.txt               1henryiv.txt                0.00062                     0.00184                     
richardii.txt               merchant.txt                0.00055                     0.00154                     
richardii.txt               macbeth.txt                 0.00064                     0.00171                     
richardii.txt               john.txt                    0.00065                     0.00201                     
richardii.txt               2henryvi.txt                0.00065                     0.00205                     
richardii.txt               2henryiv.txt                0.00064                     0.00196                     
richardii.txt               henryv.txt                  0.00062                     0.00209                     
richardii.txt               merry_wives.txt             0.00052                     0.00151                     
richardii.txt               midsummer.txt               0.00051                     0.00137                     
julius_caesar.txt           3henryvi.txt                0.00060                     0.00169                     
julius_caesar.txt           twelfth_night.txt           0.00055                     0.00158                     
julius_caesar.txt           romeo_juliet.txt            0.00061                     0.00177                     
julius_caesar.txt           lear.txt                    0.00066                     0.00214                     
julius_caesar.txt           hamlet.txt                  0.00072                     0.00237                     
julius_caesar.txt           measure.txt                 0.00060                     0.00170                     
julius_caesar.txt           asyoulikeit.txt             0.00059                     0.00157                     
julius_caesar.txt           troilus_cressida.txt        0.00067                     0.00223                     
julius_caesar.txt           taming_shrew.txt            0.00057                     0.00157                     
julius_caesar.txt           coriolanus.txt              0.00068                     0.00222                     
julius_caesar.txt           henryviii.txt               0.00072                     0.00217                     
julius_caesar.txt           two_gentlemen.txt           0.00052                     0.00149                     
julius_caesar.txt           cleopatra.txt               0.00073                     0.00217                     
julius_caesar.txt           pericles.txt                0.00070                     0.00181                     
julius_caesar.txt           richardiii.txt              0.00065                     0.00228                     
julius_caesar.txt           timon.txt                   0.00058                     0.00162                     
julius_caesar.txt           lll.txt                     0.00062                     0.00185                     
julius_caesar.txt           comedy_errors.txt           0.00047                     0.00118                     
julius_caesar.txt           richardii.txt               0.00063                     0.00178                     
julius_caesar.txt           allswell.txt                0.00060                     0.00170                     
julius_caesar.txt           winters_tale.txt            0.00050                     0.00166                     
julius_caesar.txt           1henryvi.txt                0.00055                     0.00185                     
julius_caesar.txt           tempest.txt                 0.00046                     0.00147                     
julius_caesar.txt           cymbeline.txt               0.00055                     0.00217                     
julius_caesar.txt           othello.txt                 0.00054                     0.00189                     
julius_caesar.txt           titus.txt                   0.00049                     0.00167                     
julius_caesar.txt           much_ado.txt                0.00045                     0.00143                     
julius_caesar.txt           1henryiv.txt                0.00053                     0.00185                     
julius_caesar.txt           merchant.txt                0.00049                     0.00151                     
julius_caesar.txt           macbeth.txt                 0.00049                     0.00151                     
julius_caesar.txt           john.txt                    0.00051                     0.00163                     
julius_caesar.txt           2henryvi.txt                0.00056                     0.00190                     
julius_caesar.txt           2henryiv.txt                0.00057                     0.00193                     
julius_caesar.txt           henryv.txt                  0.00060                     0.00219                     
julius_caesar.txt           merry_wives.txt             0.00048                     0.00148                     
julius_caesar.txt           midsummer.txt               0.00044                     0.00135                     
allswell.txt                3henryvi.txt                0.00068                     0.00178                     
allswell.txt                twelfth_night.txt           0.00063                     0.00156                     
allswell.txt                romeo_juliet.txt            0.00067                     0.00183                     
allswell.txt                lear.txt                    0.00073                     0.00219                     
allswell.txt                hamlet.txt                  0.00080                     0.00293                     
allswell.txt                measure.txt                 0.00066                     0.00173                     
allswell.txt                asyoulikeit.txt             0.00060                     0.00164                     
allswell.txt                troilus_cressida.txt        0.00065                     0.00208                     
allswell.txt                taming_shrew.txt            0.00056                     0.00155                     
allswell.txt                coriolanus.txt              0.00065                     0.00194                     
allswell.txt                henryviii.txt               0.00057                     0.00181                     
allswell.txt                two_gentlemen.txt           0.00047                     0.00126                     
allswell.txt                cleopatra.txt               0.00064                     0.00187                     
allswell.txt                pericles.txt                0.00054                     0.00150                     
allswell.txt                richardiii.txt              0.00062                     0.00191                     
allswell.txt                timon.txt                   0.00054                     0.00152                     
allswell.txt                lll.txt                     0.00059                     0.00180                     
allswell.txt                comedy_errors.txt           0.00045                     0.00116                     
allswell.txt                richardii.txt               0.00055                     0.00170                     
allswell.txt                julius_caesar.txt           0.00048                     0.00132                     
allswell.txt                winters_tale.txt            0.00062                     0.00183                     
allswell.txt                1henryvi.txt                0.00060                     0.00183                     
allswell.txt                tempest.txt                 0.00056                     0.00190                     
allswell.txt                cymbeline.txt               0.00075                     0.00245                     
allswell.txt                othello.txt                 0.00071                     0.00221                     
allswell.txt                titus.txt                   0.00054                     0.00163                     
allswell.txt                much_ado.txt                0.00051                     0.00142                     
allswell.txt                1henryiv.txt                0.00047                     0.00173                     
allswell.txt                merchant.txt                0.00057                     0.00155                     
allswell.txt                macbeth.txt                 0.00054                     0.00151                     
allswell.txt                john.txt                    0.00059                     0.00169                     
allswell.txt                2henryvi.txt                0.00061                     0.00195                     
allswell.txt                2henryiv.txt                0.00061                     0.00194                     
allswell.txt                henryv.txt                  0.00068                     0.00220                     
allswell.txt                merry_wives.txt             0.00055                     0.00156                     
allswell.txt                midsummer.txt               0.00050                     0.00139                     
winters_tale.txt            3henryvi.txt                0.00069                     0.00192                     
winters_tale.txt            twelfth_night.txt           0.00065                     0.00158                     
winters_tale.txt            romeo_juliet.txt            0.00093                     0.00234                     
winters_tale.txt            lear.txt                    0.00077                     0.00227                     
winters_tale.txt            hamlet.txt                  0.00087                     0.00264                     
winters_tale.txt            measure.txt                 0.00068                     0.00172                     
winters_tale.txt            asyoulikeit.txt             0.00066                     0.00172                     
winters_tale.txt            troilus_cressida.txt        0.00077                     0.00265                     
winters_tale.txt            taming_shrew.txt            0.00076                     0.00191                     
winters_tale.txt            coriolanus.txt              0.00078                     0.00217                     
winters_tale.txt            henryviii.txt               0.00350                     0.00173                     
winters_tale.txt            two_gentlemen.txt           0.00059                     0.00130                     
winters_tale.txt            cleopatra.txt               0.00070                     0.00193                     
winters_tale.txt            pericles.txt                0.00063                     0.00153                     
winters_tale.txt            richardiii.txt              0.00073                     0.00205                     
winters_tale.txt            timon.txt                   0.00063                     0.00159                     
winters_tale.txt            lll.txt                     0.00070                     0.00183                     
winters_tale.txt            comedy_errors.txt           0.00054                     0.00119                     
winters_tale.txt            richardii.txt               0.00068                     0.00184                     
winters_tale.txt            julius_caesar.txt           0.00068                     0.00167                     
winters_tale.txt            allswell.txt                0.00067                     0.00170                     
winters_tale.txt            1henryvi.txt                0.00069                     0.00194                     
winters_tale.txt            tempest.txt                 0.00070                     0.00178                     
winters_tale.txt            cymbeline.txt               0.00077                     0.00225                     
winters_tale.txt            othello.txt                 0.00070                     0.00187                     
winters_tale.txt            titus.txt                   0.00066                     0.00166                     
winters_tale.txt            much_ado.txt                0.00062                     0.00142                     
winters_tale.txt            1henryiv.txt                0.00071                     0.00186                     
winters_tale.txt            merchant.txt                0.00064                     0.00155                     
winters_tale.txt            macbeth.txt                 0.00063                     0.00160                     
winters_tale.txt            john.txt                    0.00065                     0.00168                     
winters_tale.txt            2henryvi.txt                0.00063                     0.00196                     
winters_tale.txt            2henryiv.txt                0.00064                     0.00197                     
winters_tale.txt            henryv.txt                  0.00070                     0.00232                     
winters_tale.txt            merry_wives.txt             0.00057                     0.00154                     
winters_tale.txt            midsummer.txt               0.00052                     0.00143                     
1henryvi.txt                3henryvi.txt                0.00093                     0.00256                     
1henryvi.txt                twelfth_night.txt           0.00068                     0.00173                     
1henryvi.txt                romeo_juliet.txt            0.00075                     0.00195                     
1henryvi.txt                lear.txt                    0.00078                     0.00224                     
1henryvi.txt                hamlet.txt                  0.00095                     0.00298                     
1henryvi.txt                measure.txt                 0.00069                     0.00174                     
1henryvi.txt                asyoulikeit.txt             0.00074                     0.00180                     
1henryvi.txt                troilus_cressida.txt        0.00078                     0.00229                     
1henryvi.txt                taming_shrew.txt            0.00065                     0.00166                     
1henryvi.txt                coriolanus.txt              0.00077                     0.00217                     
1henryvi.txt                henryviii.txt               0.00072                     0.00191                     
1henryvi.txt                two_gentlemen.txt           0.00058                     0.00137                     
1henryvi.txt                cleopatra.txt               0.00064                     0.00190                     
1henryvi.txt                pericles.txt                0.00054                     0.00150                     
1henryvi.txt                richardiii.txt              0.00067                     0.00202                     
1henryvi.txt                timon.txt                   0.00055                     0.00155                     
1henryvi.txt                lll.txt                     0.00060                     0.00182                     
1henryvi.txt                comedy_errors.txt           0.00047                     0.00115                     
1henryvi.txt                richardii.txt               0.00063                     0.00177                     
1henryvi.txt                julius_caesar.txt           0.00052                     0.00137                     
1henryvi.txt                allswell.txt                0.00063                     0.00178                     
1henryvi.txt                winters_tale.txt            0.00064                     0.00196                     
1henryvi.txt                tempest.txt                 0.00057                     0.00155                     
1henryvi.txt                cymbeline.txt               0.00066                     0.00212                     
1henryvi.txt                othello.txt                 0.00061                     0.00188                     
1henryvi.txt                titus.txt                   0.00058                     0.00163                     
1henryvi.txt                much_ado.txt                0.00052                     0.00140                     
1henryvi.txt                1henryiv.txt                0.00062                     0.00191                     
1henryvi.txt                merchant.txt                0.00056                     0.00153                     
1henryvi.txt                macbeth.txt                 0.00056                     0.00155                     
1henryvi.txt                john.txt                    0.00058                     0.00169                     
1henryvi.txt                2henryvi.txt                0.00063                     0.00199                     
1henryvi.txt                2henryiv.txt                0.00064                     0.00200                     
1henryvi.txt                henryv.txt                  0.00069                     0.00255                     
1henryvi.txt                merry_wives.txt             0.00057                     0.00164                     
1henryvi.txt                midsummer.txt               0.00052                     0.00372                     
tempest.txt                 3henryvi.txt                0.00063                     0.00179                     
tempest.txt                 twelfth_night.txt           0.00061                     0.00148                     
tempest.txt                 romeo_juliet.txt            0.00069                     0.00196                     
tempest.txt                 lear.txt                    0.00070                     0.00216                     
tempest.txt                 hamlet.txt                  0.00084                     0.00262                     
tempest.txt                 measure.txt                 0.00061                     0.00168                     
tempest.txt                 asyoulikeit.txt             0.00061                     0.00160                     
tempest.txt                 troilus_cressida.txt        0.00072                     0.00219                     
tempest.txt                 taming_shrew.txt            0.00058                     0.00159                     
tempest.txt                 coriolanus.txt              0.00068                     0.00206                     
tempest.txt                 henryviii.txt               0.00063                     0.00183                     
tempest.txt                 two_gentlemen.txt           0.00053                     0.00147                     
tempest.txt                 cleopatra.txt               0.00068                     0.00195                     
tempest.txt                 pericles.txt                0.00075                     0.00200                     
tempest.txt                 richardiii.txt              0.00067                     0.00202                     
tempest.txt                 timon.txt                   0.00061                     0.00164                     
tempest.txt                 lll.txt                     0.00066                     0.00185                     
tempest.txt                 comedy_errors.txt           0.00053                     0.00118                     
tempest.txt                 richardii.txt               0.00064                     0.00193                     
tempest.txt                 julius_caesar.txt           0.00055                     0.00141                     
tempest.txt                 allswell.txt                0.00066                     0.00179                     
tempest.txt                 winters_tale.txt            0.00075                     0.00311                     
tempest.txt                 1henryvi.txt                0.00086                     0.00295                     
tempest.txt                 cymbeline.txt               0.00083                     0.00303                     
tempest.txt                 othello.txt                 0.00075                     0.00252                     
tempest.txt                 titus.txt                   0.00066                     0.00218                     
tempest.txt                 much_ado.txt                0.00061                     0.00182                     
tempest.txt                 1henryiv.txt                0.00068                     0.00230                     
tempest.txt                 merchant.txt                0.00062                     0.00190                     
tempest.txt                 macbeth.txt                 0.00060                     0.00180                     
tempest.txt                 john.txt                    0.00059                     0.00191                     
tempest.txt                 2henryvi.txt                0.00062                     0.00212                     
tempest.txt                 2henryiv.txt                0.00070                     0.00229                     
tempest.txt                 henryv.txt                  0.00065                     0.00227                     
tempest.txt                 merry_wives.txt             0.00051                     0.00151                     
tempest.txt                 midsummer.txt               0.00049                     0.00143                     
cymbeline.txt               3henryvi.txt                0.00072                     0.00184                     
cymbeline.txt               twelfth_night.txt           0.00067                     0.00159                     
cymbeline.txt               romeo_juliet.txt            0.00084                     0.00220                     
cymbeline.txt               lear.txt                    0.00080                     0.00229                     
cymbeline.txt               hamlet.txt                  0.00085                     0.00259                     
cymbeline.txt               measure.txt                 0.00054                     0.00151                     
cymbeline.txt               asyoulikeit.txt             0.00060                     0.00155                     
cymbeline.txt               troilus_cressida.txt        0.00071                     0.00219                     
cymbeline.txt               taming_shrew.txt            0.00058                     0.00153                     
cymbeline.txt               coriolanus.txt              0.00066                     0.00203                     
cymbeline.txt               henryviii.txt               0.00062                     0.00180                     
cymbeline.txt               two_gentlemen.txt           0.00051                     0.00129                     
cymbeline.txt               cleopatra.txt               0.00066                     0.00186                     
cymbeline.txt               pericles.txt                0.00058                     0.00159                     
cymbeline.txt               richardiii.txt              0.00063                     0.00212                     
cymbeline.txt               timon.txt                   0.00057                     0.00160                     
cymbeline.txt               lll.txt                     0.00061                     0.00179                     
cymbeline.txt               comedy_errors.txt           0.00047                     0.00120                     
cymbeline.txt               richardii.txt               0.00059                     0.00174                     
cymbeline.txt               julius_caesar.txt           0.00051                     0.00134                     
cymbeline.txt               allswell.txt                0.00060                     0.00169                     
cymbeline.txt               winters_tale.txt            0.00063                     0.00185                     
cymbeline.txt               1henryvi.txt                0.00063                     0.00186                     
cymbeline.txt               tempest.txt                 0.00055                     0.00149                     
cymbeline.txt               othello.txt                 0.00063                     0.00189                     
cymbeline.txt               titus.txt                   0.00067                     0.00169                     
cymbeline.txt               much_ado.txt                0.00058                     0.00153                     
cymbeline.txt               1henryiv.txt                0.00072                     0.00218                     
cymbeline.txt               merchant.txt                0.00069                     0.00184                     
cymbeline.txt               macbeth.txt                 0.00058                     0.00178                     
cymbeline.txt               john.txt                    0.00064                     0.00196                     
cymbeline.txt               2henryvi.txt                0.00087                     0.00256                     
cymbeline.txt               2henryiv.txt                0.00071                     0.00204                     
cymbeline.txt               henryv.txt                  0.00074                     0.00236                     
cymbeline.txt               merry_wives.txt             0.00056                     0.00159                     
cymbeline.txt               midsummer.txt               0.00053                     0.00143                     
othello.txt                 3henryvi.txt                0.00068                     0.00180                     
othello.txt                 twelfth_night.txt           0.00066                     0.00160                     
othello.txt                 romeo_juliet.txt            0.00070                     0.00188                     
othello.txt                 lear.txt                    0.00076                     0.00220                     
othello.txt                 hamlet.txt                  0.00086                     0.00259                     
othello.txt                 measure.txt                 0.00098                     0.00250                     
othello.txt                 asyoulikeit.txt             0.00073                     0.00199                     
othello.txt                 troilus_cressida.txt        0.00078                     0.00501                     
othello.txt                 taming_shrew.txt            0.00061                     0.00175                     
othello.txt                 coriolanus.txt              0.00071                     0.00213                     
othello.txt                 henryviii.txt               0.00066                     0.00178                     
othello.txt                 two_gentlemen.txt           0.00056                     0.00133                     
othello.txt                 cleopatra.txt               0.00067                     0.00203                     
othello.txt                 pericles.txt                0.00060                     0.00155                     
